Student_ID,Age,Gender,Department,Year_of_Study,CGPA,Attendance_Percentage,Study_Hours_per_Week,Extracurricular_Activities,Part_Time_Job,Satisfaction_Level,Scholarship,Parental_Education_Level,Internet_Access,Family_Income
S0252,18,Non-binary,Biology,Second,3.46,71.69,31,Yes,No,Very Satisfied,No,PhD,Yes,Medium
S0253,26,Female,Chemistry,First,2.95,76.53,22,Yes,No,Neutral,Yes,PhD,No,Low
S0254,29,Non-binary,Computer Science,Second,,97.37,21,Yes,No,Dissatisfied,No,PhD,Yes,High
S0255,28,Male,Mathematics,Second,2.41,60.79,14,No,No,Dissatisfied,No,PhD,Yes,Low
S0256,23,Non-binary,Computer Science,First,3.42,73.71,33,Yes,No,Very Dissatisfied,Yes,PhD,No,Medium
S0257,20,Non-binary,Biology,First,3.3,61.29,9,No,Yes,Dissatisfied,Yes,Master's,No,High
S0258,21,Male,Biology,First,4.08,77.92,10,Yes,No,Very Dissatisfied,Yes,PhD,Yes,High
S0259,29,Non-binary,Computer Science,Second,3.8,95.47,39,Yes,No,Dissatisfied,Yes,PhD,No,Medium
S0260,28,Male,Chemistry,Fourth,3.47,78.39,9,Yes,Yes,Satisfied,Yes,Master's,No,Low
S0261,21,Female,Chemistry,Fourth,2.73,75.5,19,Yes,Yes,Very Satisfied,No,High School,No,High
S0262,20,Male,Mathematics,First,2.56,87.51,31,No,No,Very Satisfied,No,Master's,Yes,Medium
S0263,27,Male,Economics,First,2.64,57.38,37,Yes,No,Neutral,Yes,Bachelor's,No,High
S0264,20,Non-binary,Mathematics,Third,3.25,,28,No,Yes,Neutral,Yes,High School,Yes,High
S0265,20,Female,Physics,Third,,78.88,25,No,No,Satisfied,Yes,Bachelor's,Yes,Low
S0266,21,Male,Economics,Third,2.39,84.32,6,No,Yes,Satisfied,No,High School,No,Medium
S0267,24,Female,Physics,First,,90.95,23,No,Yes,Very Satisfied,No,PhD,Yes,Low
S0268,21,Female,Mathematics,Fourth,3.02,81.75,22,No,No,Neutral,Yes,High School,Yes,High
S0269,26,Non-binary,Economics,Fourth,2.43,,14,Yes,Yes,Neutral,Yes,PhD,Yes,Medium
S0270,18,Male,Economics,First,2.79,86.48,27,No,No,Very Satisfied,Yes,High School,No,Medium
S0271,25,Non-binary,Physics,First,3.62,52.61,5,Yes,Yes,Very Dissatisfied,No,PhD,No,Medium
S0272,24,Male,Computer Science,Second,3.36,69.11,10,No,No,Satisfied,Yes,Master's,Yes,Medium
S0273,19,Female,Chemistry,Second,,98.15,5,No,Yes,Neutral,No,Master's,No,Medium
S0274,25,Male,Economics,Fourth,2.51,62.9,22,No,Yes,Very Satisfied,Yes,Master's,Yes,Low
S0275,18,Male,Economics,Third,2.13,77.11,31,No,Yes,Satisfied,Yes,High School,No,High
S0276,28,Female,Physics,Fourth,2.79,58.77,21,Yes,Yes,Very Satisfied,Yes,PhD,Yes,Medium
S0277,29,Female,Economics,Second,1.84,66.16,30,Yes,Yes,Very Dissatisfied,Yes,PhD,No,High
S0278,26,Male,Physics,Fourth,3.23,,17,Yes,Yes,Dissatisfied,Yes,PhD,No,Medium
S0279,26,Non-binary,Computer Science,Second,3.37,82.15,14,Yes,Yes,Neutral,No,Master's,No,Medium
S0280,19,Male,Economics,Second,,70.72,30,No,Yes,Satisfied,No,Master's,Yes,Medium
S0281,24,Female,Biology,Third,3.29,96.9,35,Yes,Yes,Very Satisfied,No,High School,No,Medium
S0282,27,Non-binary,Mathematics,Third,,88.75,27,Yes,Yes,Very Satisfied,No,Master's,Yes,Medium
S0283,20,Female,Computer Science,Second,2.44,63.4,24,Yes,Yes,Satisfied,Yes,High School,Yes,Medium
S0284,24,Female,Biology,First,2.8,73.27,27,No,Yes,Neutral,No,Master's,Yes,Medium
S0285,29,Non-binary,Computer Science,Third,2.77,93.9,31,Yes,No,Neutral,Yes,High School,Yes,High
S0286,27,Female,Chemistry,Second,3.47,51.12,19,No,No,Very Satisfied,Yes,High School,No,Medium
S0287,26,Female,Computer Science,First,,79.07,15,Yes,Yes,Neutral,Yes,High School,No,High
S0288,21,Female,Computer Science,First,3.29,61.6,12,Yes,Yes,Dissatisfied,Yes,Master's,Yes,Medium
S0289,29,Female,Chemistry,Fourth,2.72,53.19,18,Yes,No,Very Dissatisfied,Yes,High School,Yes,Low
S0290,18,Female,Economics,Fourth,3.68,95.64,17,Yes,Yes,Very Dissatisfied,Yes,High School,No,Low
S0291,19,Female,Mathematics,Third,3.09,,26,No,Yes,Dissatisfied,Yes,Bachelor's,No,High
S0292,18,Female,Biology,First,3.25,59.26,38,No,Yes,Neutral,No,Bachelor's,Yes,Medium
S0293,29,Female,Physics,Third,3.87,91.85,5,No,No,Very Satisfied,No,High School,No,Low
S0294,22,Female,Mathematics,Second,3.33,,36,Yes,Yes,Neutral,No,High School,No,Medium
S0295,22,Male,Computer Science,Third,,73.81,15,Yes,No,Satisfied,No,Master's,No,Medium
S0296,28,Male,Physics,First,,86.29,14,No,Yes,Satisfied,Yes,PhD,Yes,Medium
S0297,24,Female,Chemistry,Fourth,2.13,76.69,34,Yes,No,Neutral,No,Master's,Yes,Low
S0298,26,Male,Mathematics,Third,2.22,92.54,16,No,No,Dissatisfied,Yes,High School,Yes,Low
S0299,26,Non-binary,Economics,Fourth,3.43,80.84,38,Yes,Yes,Satisfied,No,Master's,No,Medium
S0300,20,Male,Biology,Third,2.01,71.6,29,No,No,Very Dissatisfied,Yes,Master's,Yes,High
S0301,20,Female,Mathematics,Second,3.51,96.26,8,No,No,Very Satisfied,No,High School,No,Medium
S0302,20,Female,Mathematics,First,3.4,51.81,25,No,Yes,Dissatisfied,No,Master's,No,Low
S0303,21,Male,Economics,Third,2.57,,34,Yes,No,Satisfied,Yes,PhD,Yes,Medium
S0304,25,Female,Physics,Second,3.09,,16,Yes,Yes,Very Satisfied,No,Bachelor's,No,Low
S0305,23,Non-binary,Chemistry,Second,3.29,91.8,29,Yes,Yes,Very Dissatisfied,Yes,PhD,Yes,High
S0306,25,Non-binary,Economics,Second,3.05,77.06,23,Yes,No,Satisfied,Yes,Master's,No,Medium
S0307,18,Female,Chemistry,Fourth,3.62,94.28,6,No,No,Satisfied,Yes,Master's,Yes,Medium
S0308,25,Non-binary,Economics,Fourth,2.3,71.31,26,Yes,No,Very Satisfied,No,PhD,Yes,Medium
S0309,21,Non-binary,Mathematics,Second,,65.86,34,No,No,Very Satisfied,Yes,High School,No,Low
S0310,28,Male,Chemistry,Second,2.7,98.69,7,Yes,Yes,Neutral,No,Master's,Yes,Low
S0311,18,Non-binary,Physics,Third,2.13,83.36,27,No,Yes,Satisfied,No,PhD,Yes,Low
S0312,25,Male,Physics,Third,2.42,71.29,8,No,Yes,Very Dissatisfied,No,Bachelor's,No,Low
S0313,21,Female,Biology,First,2.74,93.91,32,Yes,No,Very Satisfied,No,High School,Yes,Medium
S0314,23,Male,Chemistry,Third,3.01,84.15,18,Yes,No,Dissatisfied,No,Bachelor's,Yes,Medium
S0315,25,Female,Biology,First,2.55,81.9,10,No,No,Satisfied,No,Master's,Yes,Low
S0316,21,Female,Economics,First,2.75,86.43,10,No,No,Dissatisfied,No,PhD,Yes,Low
S0317,20,Female,Computer Science,First,2.8,,11,Yes,Yes,Satisfied,No,High School,No,Low
S0318,26,Female,Physics,Fourth,2.56,74.65,17,No,No,Very Satisfied,Yes,High School,Yes,Low
S0319,20,Female,Mathematics,Third,2.72,70.97,5,No,Yes,Neutral,No,High School,Yes,Medium
S0320,26,Male,Physics,Second,3.29,,28,No,Yes,Satisfied,Yes,Bachelor's,Yes,High
S0321,19,Female,Computer Science,First,3.82,74.86,38,Yes,No,Very Satisfied,No,High School,Yes,Low
S0322,19,Non-binary,Mathematics,Second,3.1,60.79,14,Yes,No,Very Satisfied,No,PhD,No,Low
S0323,19,Non-binary,Chemistry,First,3.07,76.08,10,Yes,Yes,Very Satisfied,No,Master's,No,High
S0324,23,Female,Chemistry,Third,2.96,51.72,8,No,No,Dissatisfied,No,PhD,Yes,High
S0325,20,Non-binary,Physics,First,2.8,86.17,12,No,No,Very Satisfied,No,High School,Yes,High
S0326,26,Male,Mathematics,Third,3.29,56.35,19,Yes,No,Dissatisfied,Yes,High School,No,Low
S0327,21,Male,Economics,Second,3.49,55.59,16,Yes,No,Very Dissatisfied,Yes,PhD,No,Medium
S0328,18,Female,Mathematics,Third,2.42,,10,Yes,Yes,Neutral,No,Master's,Yes,Medium
S0329,21,Female,Biology,Second,3.52,88.63,25,No,No,Very Satisfied,No,PhD,Yes,Low
S0330,18,Female,Computer Science,Third,3.81,70.71,36,Yes,Yes,Very Dissatisfied,Yes,High School,Yes,Low
S0331,22,Non-binary,Chemistry,First,2.5,61.98,36,Yes,Yes,Very Satisfied,Yes,High School,No,Medium
S0332,21,Non-binary,Physics,First,3.46,92.17,31,No,No,Very Dissatisfied,No,Bachelor's,No,High
S0333,25,Male,Mathematics,Third,3.82,,15,No,No,Very Satisfied,No,Master's,No,Medium
S0334,25,Non-binary,Chemistry,Second,3.36,75.42,26,No,No,Neutral,Yes,Master's,Yes,Medium
S0335,24,Male,Physics,Second,2.91,79.0,27,Yes,No,Very Satisfied,Yes,High School,No,Medium
S0336,20,Non-binary,Chemistry,Second,3.39,62.15,27,No,No,Dissatisfied,Yes,Bachelor's,No,High
S0337,18,Male,Physics,Third,2.59,79.46,31,Yes,Yes,Very Satisfied,No,Bachelor's,Yes,Medium
S0338,18,Female,Chemistry,Third,,70.03,38,No,No,Satisfied,No,Bachelor's,Yes,Low
S0339,29,Non-binary,Economics,Third,2.63,92.28,24,No,Yes,Dissatisfied,No,Bachelor's,Yes,Low
S0340,28,Male,Biology,Third,,,19,Yes,No,Very Dissatisfied,Yes,PhD,Yes,Low
S0341,20,Non-binary,Computer Science,Second,3.02,82.44,8,Yes,Yes,Very Satisfied,No,Bachelor's,Yes,High
S0342,23,Female,Chemistry,Second,3.15,60.17,33,Yes,Yes,Very Satisfied,No,Master's,No,Medium
S0343,24,Male,Computer Science,Fourth,3.33,54.53,15,No,Yes,Very Satisfied,No,PhD,No,Medium
S0344,23,Non-binary,Chemistry,Third,0.76,52.02,11,No,Yes,Satisfied,No,High School,No,Low
S0345,23,Non-binary,Mathematics,Fourth,3.09,70.78,15,No,Yes,Neutral,No,Master's,Yes,Low
S0346,23,Female,Biology,Third,3.04,58.18,37,Yes,No,Neutral,Yes,PhD,Yes,Low
S0347,20,Female,Economics,Fourth,2.45,99.67,34,Yes,No,Dissatisfied,Yes,Master's,Yes,Medium
S0348,23,Male,Biology,Second,2.78,89.92,36,No,No,Dissatisfied,No,PhD,Yes,Medium
S0349,25,Non-binary,Computer Science,Second,3.38,84.67,17,No,No,Satisfied,No,Master's,No,Medium
S0350,28,Non-binary,Mathematics,Fourth,3.05,90.17,11,No,Yes,Satisfied,No,Bachelor's,Yes,Low
S0351,28,Female,Physics,First,2.99,63.14,28,No,Yes,Satisfied,Yes,Bachelor's,No,Low
S0352,19,Female,Biology,Third,3.45,93.96,15,Yes,No,Very Dissatisfied,No,Master's,No,Low
S0353,22,Male,Economics,Fourth,4.16,99.78,35,Yes,No,Satisfied,Yes,Master's,No,High
S0354,18,Non-binary,Mathematics,Fourth,2.88,64.49,18,No,No,Satisfied,Yes,High School,Yes,Medium
S0355,29,Non-binary,Mathematics,First,3.12,,30,Yes,No,Satisfied,No,Bachelor's,No,High
S0356,18,Male,Computer Science,Second,2.55,66.02,5,Yes,Yes,Satisfied,No,High School,No,Low
S0357,22,Male,Economics,Fourth,4.07,50.59,10,No,No,Neutral,No,High School,Yes,High
S0358,29,Female,Mathematics,Second,2.73,68.36,35,No,Yes,Very Satisfied,No,Bachelor's,Yes,Low
S0359,20,Female,Mathematics,Third,2.1,99.88,16,No,No,Very Satisfied,No,High School,No,Medium
S0360,21,Male,Physics,First,3.31,81.76,5,Yes,No,Neutral,No,Bachelor's,No,Medium
S0361,20,Male,Computer Science,Second,2.19,84.77,10,Yes,Yes,Satisfied,Yes,High School,No,Low
S0362,18,Non-binary,Computer Science,Fourth,3.65,61.92,33,Yes,Yes,Very Dissatisfied,Yes,PhD,No,Medium
S0363,18,Male,Economics,First,3.29,57.3,34,Yes,No,Very Dissatisfied,No,High School,Yes,Medium
S0364,29,Male,Mathematics,First,2.49,94.28,17,No,Yes,Dissatisfied,Yes,PhD,Yes,Medium
S0365,29,Non-binary,Physics,First,3.34,70.67,34,No,No,Very Satisfied,Yes,Bachelor's,Yes,Medium
S0366,22,Male,Chemistry,First,2.83,50.21,16,No,Yes,Dissatisfied,No,Master's,Yes,High
S0367,23,Female,Biology,First,,64.71,14,No,Yes,Satisfied,No,PhD,Yes,Medium
S0368,20,Female,Computer Science,Third,2.36,59.79,14,No,Yes,Dissatisfied,No,Master's,Yes,Medium
S0369,29,Non-binary,Physics,Third,2.33,80.19,22,No,Yes,Satisfied,Yes,Master's,Yes,Medium
S0370,26,Male,Economics,First,3.16,87.81,10,No,Yes,Dissatisfied,Yes,Master's,No,Low
S0371,22,Female,Physics,Fourth,3.94,74.87,12,Yes,Yes,Neutral,Yes,Bachelor's,No,Medium
S0372,25,Female,Mathematics,Fourth,2.68,59.29,24,No,Yes,Satisfied,No,PhD,Yes,Medium
S0373,18,Female,Biology,Third,2.64,52.9,20,Yes,Yes,Very Dissatisfied,No,High School,No,Low
S0374,22,Female,Computer Science,Second,2.83,65.68,6,Yes,No,Satisfied,No,Bachelor's,No,Low
S0375,20,Male,Chemistry,First,2.34,,15,No,No,Very Dissatisfied,No,Bachelor's,Yes,Medium
S0376,29,Male,Mathematics,Fourth,3.28,70.98,28,Yes,No,Very Dissatisfied,No,Bachelor's,No,High
S0377,18,Male,Computer Science,Third,3.45,62.61,23,Yes,No,Dissatisfied,Yes,High School,Yes,Medium
S0378,21,Male,Economics,Third,3.24,51.04,8,Yes,Yes,Very Satisfied,Yes,PhD,Yes,Medium
S0379,22,Female,Computer Science,Second,2.92,74.8,7,Yes,Yes,Very Satisfied,Yes,Master's,Yes,Low
S0380,24,Non-binary,Physics,Second,2.49,84.24,19,No,No,Very Satisfied,Yes,Bachelor's,No,Medium
S0381,18,Non-binary,Biology,Fourth,4.03,59.52,8,Yes,Yes,Very Dissatisfied,Yes,PhD,Yes,Low
S0382,20,Female,Chemistry,Second,2.57,76.86,21,No,No,Very Satisfied,Yes,PhD,No,Low
S0383,19,Female,Biology,Second,2.56,71.04,13,Yes,No,Satisfied,No,Bachelor's,No,High
S0384,26,Non-binary,Physics,First,2.1,85.2,29,Yes,No,Satisfied,No,High School,No,High
S0385,27,Non-binary,Chemistry,Third,2.29,93.03,5,No,No,Satisfied,Yes,High School,No,Low
S0386,23,Female,Chemistry,Third,3.17,65.35,6,No,Yes,Very Dissatisfied,Yes,Bachelor's,Yes,Low
S0387,27,Female,Mathematics,Second,2.79,95.24,37,Yes,Yes,Very Dissatisfied,Yes,PhD,No,Medium
S0388,20,Male,Chemistry,Third,2.57,85.35,26,No,No,Very Satisfied,No,High School,No,Medium
S0389,25,Male,Computer Science,Third,2.6,51.86,16,No,Yes,Dissatisfied,Yes,Bachelor's,No,Low
S0390,25,Non-binary,Biology,Fourth,2.74,89.56,31,No,Yes,Very Dissatisfied,Yes,Bachelor's,Yes,Low
S0391,19,Female,Economics,Third,2.67,74.73,15,No,Yes,Neutral,No,Bachelor's,No,Medium
S0392,23,Non-binary,Economics,Second,3.7,,18,No,No,Satisfied,No,High School,No,Medium
S0393,24,Male,Biology,Fourth,2.81,66.18,18,Yes,No,Satisfied,Yes,Master's,No,Low
S0394,19,Male,Mathematics,Third,3.07,79.56,26,No,Yes,Very Satisfied,Yes,Bachelor's,No,Medium
S0395,28,Non-binary,Chemistry,Third,3.03,97.81,13,Yes,Yes,Dissatisfied,No,PhD,No,Medium
S0396,27,Male,Physics,Fourth,3.05,63.56,19,Yes,Yes,Satisfied,No,Bachelor's,Yes,Medium
S0397,19,Female,Computer Science,Fourth,2.81,73.6,37,Yes,No,Very Dissatisfied,Yes,Bachelor's,Yes,Low
S0398,27,Non-binary,Mathematics,Third,2.76,87.62,23,No,No,Dissatisfied,Yes,Bachelor's,Yes,Low
S0399,18,Female,Chemistry,First,3.32,84.55,35,Yes,No,Satisfied,Yes,PhD,Yes,Medium
S0400,25,Female,Economics,First,3.11,91.94,22,No,Yes,Very Satisfied,Yes,Bachelor's,Yes,High
S0401,18,Male,Physics,Third,2.62,75.99,16,No,Yes,Very Satisfied,Yes,PhD,No,Medium
S0402,26,Female,Chemistry,Third,1.57,65.95,5,No,No,Very Satisfied,No,Master's,No,Low
S0403,28,Non-binary,Mathematics,Fourth,2.7,76.75,38,Yes,No,Very Dissatisfied,Yes,Bachelor's,Yes,Low
S0404,23,Female,Physics,Fourth,2.32,67.5,11,No,No,Very Satisfied,Yes,High School,No,Medium
S0405,24,Female,Physics,Third,2.54,58.82,6,Yes,No,Neutral,Yes,Master's,Yes,Medium
S0406,27,Female,Physics,Third,2.34,77.75,26,No,No,Very Dissatisfied,Yes,PhD,No,Medium
S0407,24,Female,Physics,Third,3.58,52.42,8,Yes,Yes,Neutral,No,PhD,No,Low
S0408,27,Female,Chemistry,Third,3.58,51.83,24,Yes,No,Very Satisfied,No,PhD,Yes,Medium
S0409,20,Male,Physics,First,,53.23,7,No,Yes,Dissatisfied,Yes,Bachelor's,No,Medium
S0410,19,Non-binary,Chemistry,Fourth,,83.63,13,No,No,Very Dissatisfied,No,Master's,Yes,Medium
S0411,26,Male,Physics,Second,2.67,70.35,22,No,Yes,Neutral,No,PhD,No,Medium
S0412,25,Non-binary,Physics,Third,,74.71,20,Yes,No,Very Dissatisfied,No,Bachelor's,No,Medium
S0413,29,Non-binary,Mathematics,Third,3.46,67.17,13,No,No,Neutral,No,PhD,Yes,Low
S0414,27,Non-binary,Chemistry,Third,3.43,62.68,23,Yes,Yes,Very Dissatisfied,No,Master's,Yes,Medium
S0415,24,Non-binary,Economics,Second,3.25,67.92,10,Yes,No,Satisfied,No,Bachelor's,Yes,Low
S0416,26,Non-binary,Chemistry,Fourth,2.45,59.67,19,Yes,No,Neutral,Yes,High School,No,Low
S0417,21,Female,Biology,Fourth,2.83,83.94,10,No,No,Neutral,Yes,Bachelor's,No,High
S0418,21,Male,Economics,Third,2.94,,9,No,No,Very Dissatisfied,Yes,Master's,No,Medium
S0419,18,Male,Mathematics,Third,2.12,75.85,33,No,No,Dissatisfied,No,High School,No,Low
S0420,25,Female,Chemistry,Fourth,,73.84,31,No,No,Satisfied,Yes,PhD,Yes,Medium
S0421,29,Non-binary,Mathematics,Second,2.32,65.1,30,Yes,Yes,Neutral,Yes,Master's,Yes,Medium
S0422,20,Male,Economics,Third,2.61,55.11,32,Yes,No,Very Satisfied,No,PhD,Yes,Medium
S0423,24,Female,Mathematics,Second,2.11,85.17,36,No,No,Very Satisfied,No,Master's,No,Medium
S0424,29,Female,Mathematics,Second,2.9,78.48,29,No,Yes,Very Dissatisfied,No,PhD,No,Medium
S0425,19,Male,Computer Science,Fourth,2.88,90.47,11,Yes,Yes,Dissatisfied,No,Bachelor's,Yes,Medium
S0426,19,Male,Chemistry,Third,3.49,61.78,34,No,Yes,Satisfied,No,High School,Yes,High
S0427,24,Non-binary,Mathematics,First,2.53,89.58,35,Yes,Yes,Neutral,No,Bachelor's,No,Medium
S0428,23,Non-binary,Computer Science,Fourth,2.46,64.6,16,Yes,No,Very Satisfied,Yes,Master's,Yes,High
S0429,20,Male,Computer Science,Fourth,3.04,55.63,13,No,Yes,Neutral,Yes,High School,Yes,Low
S0430,26,Non-binary,Physics,First,,56.75,38,Yes,Yes,Very Satisfied,No,Bachelor's,No,Low
S0431,27,Female,Physics,Third,3.67,61.05,7,Yes,No,Very Dissatisfied,Yes,Master's,Yes,High
S0432,23,Non-binary,Economics,Second,2.34,84.12,32,Yes,Yes,Very Dissatisfied,No,High School,Yes,High
S0433,27,Non-binary,Chemistry,Second,3.91,62.2,26,No,No,Neutral,No,Bachelor's,No,High
S0434,27,Female,Physics,Second,2.6,80.19,30,Yes,No,Very Dissatisfied,No,PhD,No,Medium
S0435,23,Non-binary,Economics,Third,2.29,62.83,23,No,No,Satisfied,Yes,High School,No,High
S0436,18,Female,Chemistry,Fourth,3.29,68.26,25,Yes,Yes,Very Dissatisfied,Yes,PhD,No,Low
S0437,21,Non-binary,Economics,Fourth,3.26,,14,No,No,Satisfied,No,High School,Yes,Medium
S0438,27,Male,Computer Science,Fourth,3.27,75.02,20,Yes,Yes,Very Dissatisfied,No,Bachelor's,Yes,High
S0439,23,Non-binary,Computer Science,Fourth,3.05,80.01,28,Yes,Yes,Neutral,Yes,Master's,Yes,Low
S0440,23,Male,Chemistry,Fourth,4.12,59.46,29,Yes,Yes,Satisfied,No,Bachelor's,Yes,Low
S0441,28,Male,Economics,First,2.33,56.58,30,Yes,No,Dissatisfied,No,Bachelor's,No,Medium
S0442,29,Male,Economics,Second,3.68,70.66,5,No,Yes,Neutral,No,High School,Yes,Medium
S0443,22,Male,Physics,Second,2.2,92.77,8,Yes,Yes,Satisfied,No,PhD,Yes,Medium
S0444,18,Male,Physics,Third,3.83,62.05,18,Yes,Yes,Very Satisfied,No,Bachelor's,Yes,High
S0445,25,Female,Chemistry,First,3.18,,28,No,Yes,Very Satisfied,Yes,PhD,Yes,Low
S0446,22,Female,Biology,Fourth,3.78,93.6,31,Yes,No,Dissatisfied,No,High School,Yes,Medium
S0447,29,Female,Physics,Fourth,,96.72,31,Yes,Yes,Very Satisfied,No,Master's,Yes,Low
S0448,29,Male,Mathematics,Fourth,1.91,99.69,28,No,No,Neutral,Yes,High School,No,Medium
S0449,29,Non-binary,Physics,First,2.83,88.15,5,Yes,Yes,Satisfied,Yes,PhD,Yes,Medium
S0450,22,Female,Biology,Third,2.37,53.75,17,No,No,Neutral,Yes,PhD,No,High
S0451,24,Non-binary,Economics,First,3.75,93.57,24,Yes,No,Very Dissatisfied,No,PhD,No,High
S0452,21,Non-binary,Computer Science,Third,3.4,94.28,16,No,No,Very Dissatisfied,No,Bachelor's,No,Medium
S0453,23,Male,Computer Science,Second,3.08,77.86,9,Yes,Yes,Very Satisfied,No,PhD,Yes,Medium
S0454,21,Male,Economics,Third,2.79,53.37,9,No,No,Dissatisfied,No,PhD,No,Low
S0455,20,Male,Computer Science,Second,,,21,No,Yes,Dissatisfied,Yes,Bachelor's,No,Medium
S0456,24,Female,Physics,Third,2.52,60.54,14,No,No,Very Dissatisfied,No,PhD,Yes,Medium
S0457,25,Male,Computer Science,Second,3.14,72.11,20,Yes,No,Dissatisfied,No,Bachelor's,Yes,Medium
S0458,21,Female,Biology,Second,2.94,86.21,28,Yes,Yes,Dissatisfied,Yes,Master's,Yes,High
S0459,19,Female,Biology,Fourth,2.59,83.38,33,No,No,Very Satisfied,No,Bachelor's,No,Medium
S0460,29,Female,Physics,Third,3.35,89.0,18,Yes,No,Neutral,Yes,Bachelor's,Yes,High
S0461,27,Female,Economics,Fourth,3.94,73.83,14,No,Yes,Neutral,Yes,PhD,No,High
S0462,20,Male,Mathematics,Second,2.29,75.54,33,No,No,Satisfied,Yes,High School,No,Low
S0463,18,Female,Physics,Fourth,3.47,96.78,32,Yes,No,Neutral,Yes,Bachelor's,No,High
S0464,25,Male,Computer Science,First,2.6,81.56,21,No,Yes,Neutral,Yes,High School,Yes,Low
S0465,20,Male,Physics,Fourth,,87.38,9,Yes,Yes,Very Satisfied,Yes,Master's,No,Low
S0466,29,Female,Biology,Third,2.69,83.23,6,No,No,Very Satisfied,No,Bachelor's,No,Medium
S0467,27,Male,Physics,Fourth,2.85,82.02,13,Yes,Yes,Neutral,No,PhD,Yes,Medium
S0468,24,Non-binary,Physics,First,2.9,95.68,9,No,Yes,Satisfied,No,Master's,Yes,Medium
S0469,27,Male,Mathematics,Fourth,3.68,67.82,19,No,Yes,Neutral,Yes,Bachelor's,No,Low
S0470,22,Male,Biology,Second,2.95,71.38,13,Yes,No,Neutral,No,Bachelor's,Yes,Low
S0471,27,Female,Chemistry,Second,,68.99,29,Yes,Yes,Very Dissatisfied,No,PhD,No,High
S0472,22,Female,Chemistry,Second,2.96,88.26,32,Yes,Yes,Satisfied,Yes,PhD,No,Medium
S0473,24,Male,Biology,Third,3.95,93.42,31,No,Yes,Neutral,No,PhD,Yes,Low
S0474,26,Female,Chemistry,Fourth,3.28,67.88,37,No,Yes,Very Satisfied,Yes,Bachelor's,Yes,Medium
S0475,29,Non-binary,Computer Science,Second,,57.12,37,Yes,No,Neutral,No,High School,Yes,Medium
S0476,22,Non-binary,Chemistry,Fourth,3.75,74.71,12,Yes,No,Dissatisfied,Yes,PhD,No,Medium
S0477,18,Female,Computer Science,First,3.09,99.22,8,Yes,Yes,Very Dissatisfied,Yes,High School,No,Medium
S0478,27,Male,Biology,First,,60.18,35,Yes,No,Very Dissatisfied,Yes,PhD,No,Low
S0479,27,Non-binary,Chemistry,Third,3.2,72.6,14,Yes,Yes,Very Dissatisfied,No,High School,Yes,Medium
S0480,18,Non-binary,Chemistry,Fourth,2.92,63.57,12,Yes,No,Satisfied,Yes,Bachelor's,Yes,Low
S0481,19,Male,Economics,First,1.31,,34,Yes,No,Very Dissatisfied,No,Bachelor's,Yes,Medium
S0482,23,Female,Computer Science,Third,3.17,77.55,18,Yes,Yes,Neutral,Yes,Bachelor's,Yes,Medium
S0483,26,Non-binary,Computer Science,Third,2.46,78.94,39,Yes,Yes,Satisfied,No,High School,Yes,Low
S0484,25,Male,Physics,Second,2.36,,7,Yes,Yes,Dissatisfied,No,High School,No,Low
S0485,22,Male,Mathematics,First,2.03,82.64,33,No,Yes,Very Satisfied,No,Master's,Yes,Low
S0486,18,Non-binary,Chemistry,Fourth,3.06,65.32,20,Yes,Yes,Very Dissatisfied,No,PhD,No,Medium
S0487,24,Female,Economics,First,2.93,75.67,14,No,No,Neutral,Yes,High School,No,Low
S0488,22,Non-binary,Mathematics,First,,76.55,8,No,Yes,Satisfied,Yes,PhD,No,Medium
S0489,23,Male,Economics,Fourth,2.6,79.61,8,No,Yes,Neutral,No,Master's,No,Low
S0490,24,Non-binary,Mathematics,Fourth,2.76,91.18,6,No,No,Very Dissatisfied,No,Master's,Yes,Medium
S0491,20,Female,Chemistry,Second,,64.95,15,No,Yes,Very Satisfied,Yes,High School,Yes,High
S0492,29,Male,Economics,Third,2.01,62.81,19,No,No,Satisfied,Yes,Bachelor's,Yes,Medium
S0493,27,Female,Computer Science,Fourth,3.61,,15,No,No,Neutral,Yes,High School,Yes,Low
S0494,20,Non-binary,Physics,Fourth,2.61,85.94,27,Yes,Yes,Satisfied,Yes,Master's,No,Low
S0495,22,Non-binary,Economics,First,4.56,61.28,34,Yes,Yes,Very Dissatisfied,No,Bachelor's,Yes,Medium
S0496,23,Female,Biology,Fourth,3.36,50.04,5,No,Yes,Very Dissatisfied,No,High School,No,Low
S0497,26,Non-binary,Chemistry,Fourth,,83.3,37,No,No,Dissatisfied,Yes,Bachelor's,No,Medium
S0498,29,Female,Chemistry,First,2.3,57.86,27,No,Yes,Dissatisfied,No,Master's,Yes,Medium
S0499,22,Non-binary,Biology,First,3.2,,22,No,No,Very Dissatisfied,No,High School,No,Medium
S0500,18,Female,Mathematics,First,2.05,,14,No,Yes,Satisfied,No,Bachelor's,No,Medium
S0501,21,Female,Physics,Second,3.34,,21,Yes,Yes,Neutral,Yes,Master's,No,High
S0502,22,Male,Mathematics,Third,2.3,90.28,11,No,No,Neutral,No,High School,Yes,Medium
S0503,29,Male,Biology,Fourth,2.52,77.89,19,No,No,Satisfied,No,High School,Yes,Medium
S0504,27,Female,Biology,First,1.6,,31,Yes,No,Very Satisfied,No,Bachelor's,Yes,Low
